variant_id,professor_id,variant_name,source,match_confidence
331,178,Amanda Erdmann,courses.json,0.9
332,1094,Larry Peer,courses.json,0.9
333,1420,Laura Hatch,courses.json,0.9
334,760,Anthony Wood,courses.json,0.9
335,1667,Matthew Ancell,courses.json,0.9
336,812,Nate Kramer,courses.json,0.9
337,3009,Lauren Davies,courses.json,0.9
338,1116,Kirsten Russell,courses.json,0.9
339,4659,Brandon Rawlings,courses.json,0.9
340,983,Christopher Dromey,courses.json,0.9
341,1505,Lee Robinson,courses.json,0.9
342,740,Katie Stone,courses.json,0.9
343,1554,Dallin Bailey,courses.json,0.9
344,1114,Garrett Cardon,courses.json,0.9
345,1858,Connie Summers,courses.json,0.9
346,1121,Tracy Liu,courses.json,0.9
347,2248,Shawn Nissen,courses.json,0.9
348,1499,Tyson Harmon,courses.json,0.9
349,792,Caleb Sanford,courses.json,0.9
350,1297,Julie Schow,courses.json,0.9
351,62,William Payton,courses.json,0.9
352,870,Tom Robinson,courses.json,0.9
353,2574,Quint Randle,courses.json,0.9
354,1125,Pat Doyle,courses.json,0.9
355,124,Bryce Isaacson,courses.json,0.9
356,521,Aaron Sorenson,courses.json,0.9
357,1207,Devin Knighton,courses.json,0.9
358,256,Othello Richards,courses.json,0.9
359,966,Lexi Hooley,courses.json,0.9
360,905,Ed Carter,courses.json,0.9
361,1015,David Rasmussen,courses.json,0.9
362,105,Scott Church,courses.json,0.9
363,1825,Caroline Clark,courses.json,0.9
364,2042,Robert Walz,courses.json,0.9
365,1129,Eliza Hawkins,courses.json,0.9
366,1078,Daniel Woodruff,courses.json,0.9
367,3260,Kenny Cox,courses.json,0.9
368,3894,Randall Jeppesen,courses.json,0.9
369,1743,Alan Neves,courses.json,0.9
370,642,Kevin John,courses.json,0.9
371,1441,Christopher Wilson,courses.json,0.9
372,231,Michael Burke,courses.json,0.9
373,2057,Camilla Owens,courses.json,0.9
374,1404,Ken Plowman,courses.json,0.9
375,2706,Tyler Stahle,courses.json,0.9
376,1327,Miles Romney,courses.json,0.9
377,2437,Carla Swensen,courses.json,0.9
378,871,Christopher Cutri,courses.json,0.9
379,1164,Jeff Sheets,courses.json,0.9
380,1643,Kylie Brooks,courses.json,0.9
381,1730,Jason Freeman,courses.json,0.9
382,2020,Adam Sanders,courses.json,0.9
383,1405,Pamela Brubaker,courses.json,0.9
384,935,Clark Callahan,courses.json,0.9
385,5533,Jeremy Vick,courses.json,0.9
386,5519,Alexa Anderson,courses.json,0.9
387,347,Rebecca Densley,courses.json,0.9
388,606,Jessica Zurcher,courses.json,0.9
389,2621,Mark Callister,courses.json,0.9
390,1782,Kris Boyle,courses.json,0.9
391,1010,Michael Mallory,courses.json,0.9
392,1215,Blake Hansen,courses.json,0.9
393,2033,Jared Morris,courses.json,0.9
394,234,Tina Taylor,courses.json,0.9
395,1223,Kade Johnson,courses.json,0.9
396,1676,Beth Cutrer,courses.json,0.9
397,1361,Agatha Gibbons,courses.json,0.9
398,60,Barbara Smith,courses.json,0.9
399,196,Ryan Kellems,courses.json,0.9
400,3591,Megan Langford,courses.json,0.9
401,1113,Christian Sabey,courses.json,0.9
402,1999,Crystal Jewkes,courses.json,0.9
403,1421,Rebecca Winters,courses.json,0.9
404,1779,Heidi Vogeler,courses.json,0.9
405,1229,G E Kawika Allen,courses.json,0.9
406,2592,Ellie Young,courses.json,0.9
407,3786,Michael Adams,courses.json,0.9
408,2832,Cade Charlton,courses.json,0.9
409,4507,Aaron Jackson,courses.json,0.9
410,3677,Kristina Hansen,courses.json,0.9
411,2127,Timothy Smith,courses.json,0.9
412,1621,Chris Peck,courses.json,0.9
413,614,Jon Cox,courses.json,0.9
414,1328,Brett Merrill,courses.json,0.9
415,553,David Erekson,courses.json,0.9
416,1592,Mark Beecher,courses.json,0.9
417,2389,Adam Fisher,courses.json,0.9
418,372,Natalie Kirtley,courses.json,0.9
419,2791,Stevan Lars Nielsen,courses.json,0.9
420,1772,Derek Griner,courses.json,0.9
421,190,Hoku Conklin,courses.json,0.9
422,2345,Klint Hobbs,courses.json,0.9
423,1155,Tyler Pedersen,courses.json,0.9
424,420,Vaughn Worthen,courses.json,0.9
425,1956,Brodrick Brown,courses.json,0.9
426,630,Phillip Rash,courses.json,0.9
427,343,Carter Charles,courses.json,0.9
428,2398,Seth Holladay,courses.json,0.9
429,5120,Craig Vandyke,courses.json,0.9
430,5331,Cynthia Gubler,courses.json,0.9
431,1985,Amy Jex,courses.json,0.9
432,953,Channing Spotts,courses.json,0.9
433,1155,Tyler Persson,courses.json,0.9
434,1315,Tamara Chamberlain,courses.json,0.9
435,1928,Makeila Morgan,courses.json,0.9
436,1985,Ashley Jex,courses.json,0.9
437,727,Kau'i Tuia,courses.json,0.9
438,447,John Leonard,courses.json,0.9
439,5429,Ashlyn McAllister,courses.json,0.9
440,987,Blake Fox,courses.json,0.9
441,5144,Hannah Hutchinson,courses.json,0.9
442,1427,Leah McNatt,courses.json,0.9
443,3666,Briana Bartholomew,courses.json,0.9
444,4803,Kelly Miles,courses.json,0.9
445,541,Erik Reschke,courses.json,0.9
446,638,Joseph Henderson,courses.json,0.9
447,1540,Wyatt Jennings,courses.json,0.9
448,716,Darby or Darby Jo Hart,courses.json,0.9
449,2620,Zara Brunson,courses.json,0.9
450,1764,Serena Keck,courses.json,0.9
451,5515,Michelle Alyssa Lapioli,courses.json,0.9
452,5419,Mira Larsen,courses.json,0.9
453,1969,Adam Dyer,courses.json,0.9
454,1205,Kallie Owens,courses.json,0.9
455,922,Maile Johnson,courses.json,0.9
456,81,Wendi Isaacson,courses.json,0.9
457,1926,Jocelyn Smith,courses.json,0.9
458,276,Jaclyn Brown,courses.json,0.9
459,1582,Hilary Wolfley,courses.json,0.9
460,791,Keely Glenn,courses.json,0.9
461,822,Rebecca Lewis,courses.json,0.9
462,1462,Terri White,courses.json,0.9
463,127,Greg Tucker,courses.json,0.9
464,1869,Jeanette Geslison,courses.json,0.9
465,2164,Emilee Wright,courses.json,0.9
466,1928,Michael Morgan,courses.json,0.9
467,2999,Natalie Schulz,courses.json,0.9
468,2040,Dawid Schulz,courses.json,0.9
469,5564,Shanden Hoffman,courses.json,0.9
470,1320,Ryan Hatch,courses.json,0.9
471,652,Susan Morris,courses.json,0.9
472,1512,Nathan Balser,courses.json,0.9
473,5162,JPaul Storrs,courses.json,0.9
474,1395,Lindsay Turner,courses.json,0.9
475,5095,Shayla Bott,courses.json,0.9
476,2576,Kate Monson,courses.json,0.9
477,519,Karen Jensen,courses.json,0.9
478,4141,Benjamin Sanders,courses.json,0.9
479,1838,Betsy Denney,courses.json,0.9
480,1709,Brent Keck,courses.json,0.9
481,3612,Sharon Holman,courses.json,0.9
482,5210,Allie Spinder,courses.json,0.9
483,1710,Curt Holman,courses.json,0.9
484,2361,Abbygail Hall,courses.json,0.9
485,2024,Brendan Clary,courses.json,0.9
486,5495,Stephanie Miller,courses.json,0.9
487,1133,Luke Gibson,courses.json,0.9
488,1238,Kevin Cantrell,courses.json,0.9
489,2329,David Habben,courses.json,0.9
490,1752,Doug Thomas,courses.json,0.9
491,194,Daniel George,courses.json,0.9
492,597,Kelly Loosli,courses.json,0.9
493,2129,Michael Parker,courses.json,0.9
494,511,Sam Nielson,courses.json,0.9
495,2562,Nathan Lindsay,courses.json,0.9
496,1648,Ashley Baker,courses.json,0.9
497,1295,Roland Thompson,courses.json,0.9
498,1130,Linda Reynolds,courses.json,0.9
499,1332,Brooke Macdonald,courses.json,0.9
500,786,Nora Hudgens,courses.json,0.9
501,3444,Melissa Crowton,courses.json,0.9
502,4019,Alan Wilson,courses.json,0.9
503,2859,Brent Barson,courses.json,0.9
504,3677,Christian Hansen,courses.json,0.9
505,1516,Robert Graham,courses.json,0.9
506,80,Paul Adams,courses.json,0.9
507,573,David Morgan,courses.json,0.9
508,571,Richard Fry,courses.json,0.9
509,173,Seth Christensen,courses.json,0.9
510,2424,Jeremy Browne,courses.json,0.9
511,868,Kathy Griffin,courses.json,0.9
512,919,Varvara Jones,courses.json,0.9
513,263,Matthew Gibbons,courses.json,0.9
514,1632,Brian Croxall,courses.json,0.9
515,1056,Christina Johnson,courses.json,0.9
516,1891,Rob Reynolds,courses.json,0.9
517,1518,Marco De Ruiter,courses.json,0.9
518,1797,Camilla Congrove,courses.json,0.9
519,1337,Cammy Peterson,courses.json,0.9
520,910,Enoch Boekweg,courses.json,0.9
521,357,D. J. Lee,courses.json,0.9
522,944,Joshua Mangelson,courses.json,0.9
523,1848,Daniel Smalley,courses.json,0.9
524,2242,Jeff Goeders,courses.json,0.9
525,1496,Ryan Camacho,courses.json,0.9
526,589,Scott Lloyd,courses.json,0.9
527,1851,Mike Wirthlin,courses.json,0.9
528,1617,Stephen Schultz,courses.json,0.9
529,942,Willie Harrison,courses.json,0.9
530,1789,Barry Lunt,courses.json,0.9
531,1522,Brady Davies,courses.json,0.9
532,1111,David Long,courses.json,0.9
533,2862,Greg Nordin,courses.json,0.9
534,2121,John Salmon,courses.json,0.9
535,2449,Marc Killpack,courses.json,0.9
536,1638,Brian Mazzeo,courses.json,0.9
537,2538,Aaron Hawkins,courses.json,0.9
538,1292,Preston Manwaring,courses.json,0.9
539,1290,Phil Lundrigan,courses.json,0.9
540,3527,Shiuh-hua Wood Chiang,courses.json,0.9
541,817,Karl Warnick,courses.json,0.9
542,1356,Michael Rice,courses.json,0.9
543,1549,James Usevitch,courses.json,0.9
544,931,Dorie Haws,courses.json,0.9
545,540,Hailey Leavitt,courses.json,0.9
546,1547,Lynne Kganetso,courses.json,0.9
547,1286,Chelsea Cole,courses.json,0.9
548,43,Paul Ricks,courses.json,0.9
549,2736,Anne Ure,courses.json,0.9
550,1421,Rebecca Hunter,courses.json,0.9
551,1280,Janae Oveson,courses.json,0.9
552,1246,Brandon McMillan,courses.json,0.9
553,254,Joshua Price,courses.json,0.9
554,250,Joe Brignone,courses.json,0.9
555,900,Jim Kearl,courses.json,0.9
556,112,Joe Price,courses.json,0.9
557,2098,Phil Dean,courses.json,0.9
558,271,Olga Stoddard,courses.json,0.9
559,335,Steve Moody,courses.json,0.9
560,22,Matt Butler,courses.json,0.9
561,1178,Maci Jackson,courses.json,0.9
562,4974,Gwyneth Miner,courses.json,0.9
563,28,Joseph McMurray,courses.json,0.9
564,332,Lars Lefgren,courses.json,0.9
565,551,Steven Waters,courses.json,0.9
566,741,Anthony Yim,courses.json,0.9
567,902,Scott Condie,courses.json,0.9
568,4859,Eric Lewis,courses.json,0.9
569,959,James Cardon,courses.json,0.9
570,476,Mark Showalter,courses.json,0.9
571,903,Eric Eide,courses.json,0.9
572,739,Brigham Frandsen,courses.json,0.9
573,730,Tanner Eastmond,courses.json,0.9
574,333,Riley Wilson,courses.json,0.9
575,607,Jaren Pope,courses.json,0.9
576,715,Scott Bradford,courses.json,0.9
577,9,Brennan Platt,courses.json,0.9
578,270,Emily Leslie,courses.json,0.9
579,529,Rich Patterson,courses.json,0.9
580,599,Christian vom Lehn,courses.json,0.9
581,1551,Erin Whiting,courses.json,0.9
582,1485,Sterling Hilton,courses.json,0.9
583,972,Spencer Weiler,courses.json,0.9
584,2431,David Boren,courses.json,0.9
585,3575,Shane Farnsworth,courses.json,0.9
586,1656,Royce Kimmons,courses.json,0.9
587,2923,Heidi Holmes,courses.json,0.9
588,170,Bryant Jensen,courses.json,0.9
589,371,Juan Freire,courses.json,0.9
590,119,Ramona Cutri,courses.json,0.9
591,459,Celina Lay,courses.json,0.9
592,586,Jen Smith,courses.json,0.9
593,691,Cecilia Pincock,courses.json,0.9
594,772,Jennifer Wimmer,courses.json,0.9
595,1374,Lorilynn Brandt,courses.json,0.9
596,396,Beth Borup,courses.json,0.9
597,1323,Alisa Hart,courses.json,0.9
598,2011,Erika Feinauer,courses.json,0.9
599,5079,Jenette De Oliveira,courses.json,0.9
600,997,Laura Wheeler,courses.json,0.9
601,5073,Debra Fuentes,courses.json,0.9
602,1557,Luka Romney,courses.json,0.9
603,1723,Wendy Smemoe,courses.json,0.9
604,807,Lisa Morgan Johnson,courses.json,0.9
605,2810,Katie Watkins,courses.json,0.9
606,994,Holly Baker,courses.json,0.9
607,960,Don Chapman,courses.json,0.9
608,35,Brett Hashimoto,courses.json,0.9
609,702,Nicole Bay,courses.json,0.9
610,1487,Janis Nuckolls,courses.json,0.9
611,891,Joey Stanley,courses.json,0.9
612,83,Miriam Whiting,courses.json,0.9
613,2344,Mark Tanner,courses.json,0.9
614,5093,Vashti Lee,courses.json,0.9
615,1490,Matt Baker,courses.json,0.9
616,998,Kimiko Hammari,courses.json,0.9
617,833,Grant Eckstein,courses.json,0.9
618,1521,Jacob Rawlins,courses.json,0.9
619,1053,Juliana Chapman,courses.json,0.9
620,1029,Jacquelyn Christensen,courses.json,0.9
621,1804,Miranda Wilcox,courses.json,0.9
622,1110,Steve Smith,courses.json,0.9
623,1146,Colby Wright,courses.json,0.9
624,1186,Scott Webb,courses.json,0.9
625,1102,Glenn Christensen,courses.json,0.9
626,3024,Mark Widmer,courses.json,0.9
627,1570,Brad Agle,courses.json,0.9
628,1260,Troy Nielson,courses.json,0.9
629,1680,Mark Hansen,courses.json,0.9
630,1269,Peter Madsen,courses.json,0.9
631,1128,Scott Sampson,courses.json,0.9
632,3697,Bonnie Anderson,courses.json,0.9
